Catalog #,Class 2,Class 3,Class 4,Obj Des Details:Obj Name,Material,Common Name,Quantity,Collector,Locality,Ctry-Cont-Ocean,State-Prov-Sea,Cty-Bay-Parish,St Site No,Site Info:Site Name,Map Qd-Scl:Map-Quad,Remarks
000060054.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,105.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A16, Tennessee[CR][CR]Card 1 reads: A 16 TN [CR]original count[CR]Box VMI 36   45 (44 drills, 1 blunt)[CR]Box VMI 77  29 (3 pottery sherds; 12 good points; 5 broken pts; 1 graver, 1 minnieball, 1 chip)[CR]Loose in drawer 109 (incl. 1 bird point, 1 blunt, + 95 arrowheads)[CR]183[CR][CR]GCS count[CR]45 (44 + 1 scraper)[CR]31[CR]109[CR]185[CR][CR]Card 2 reads:[CR]VMI #36, Tennessee, 44 drills, 1 blunt, Drawer A-16[CR]36 box, 79 box, 47 loose[CR][CR]Card 3 reads:[CR]VMI #47 Tennessee[CR]98 piece average[CR]Drawer A-16[CR][CR]36 box, 79 box, 47 loose"
000060055.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,33.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A16, Tennessee VMI 77"
000060056.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A16, Tennessee VMI 77"
000060057.0000,HISTORIC,MINERAL,OTHER MINERAL MATERIALS,bullet,lead,bullet,1.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A16, Tennessee VMI 77"
000060058.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,9.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI Tennessee, C-15"
000060059.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,34.00,VMI - specific collector unknown,,United States,Tennessee,Williamson,,,,"VMI Tennessee, A3[CR]Tag reads: Tennessee Williamson County, Dougherty - very fine[CR]Card reads: A3 TN[CR]Original count[CR]left side 158 pcs (incl 14 war pts, 41 arrowheads, 10 spears, 3 obsidians)[CR]right side 34 pcs (incl 10 arrowheads, 10 obsidians)[CR][CR]count by GCS[CR]left side 164 (no obsidian)[CR]right side 34 loose (no obsidian)[CR]Also box (TN fine) 25 (incl 23 pts 2 drills)"
000060060.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,12.00,VMI - Mr. L.E. Ziniker,,United States,Oregon,,,,,"VMI[CR]tag reads: Oregon B-20[CR]""box (TN points)"" in pencil added later[CR][CR]card reads:[CR]B20 Oregon[CR]original count 6 arrowheads, 3 spearheads, 2 pcs total 11[CR]Count by GCS 7 (1 is scraper) 3 (2 are knifeblades), 2 pcs (1 knife blade, 1 broken knife blade) total 12[CR][CR]Bag includes three letters of correspondence: [CR]September 30, 1935 from L.E. Ziniker to Dr. Henry Marshall[CR]October 12, 1935 from Dr. Henry Marshall to L.E. Ziniker[CR]November 20, 1935 from L.E. Ziniker to Dr. Henry Marshall[CR]regarding a trade of artifacts between the two men."
000060061.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,320.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI[CR]Tag reads A-11 TN
000060062.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,44.00,VMI - specific collector unknown,,United States,North Carolina,,,,,VMI[CR]Tag reads B-16 North Carolina
000060063.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,51.00,VMI - specific collector unknown,,United States,North Carolina,,,,,VMI[CR]Tag reads B-17 North Carolina[CR]Card reads:[CR]B17  North Carolina[CR]Original count Box (Scott) 52 pcs[CR]Count by GCS 52 pcs
000060064.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,26.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"VMI[CR]Tag reads C-7, Old C6, [CR]Left VMI-P88 (box_; VMI P-89[CR]right VMI P-90___ VMI P-91[CR]Pennsylvania[CR][CR]Card reads:[CR]Drawer C7  VMI 91 Right side[CR]Nos. listed[CR]372, 377, 378, 381, 385, 390, 396"
000060065.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,35.00,VMI - specific collector unknown,,United States,New York,,,,,"VMI B18, New York"
000060066.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,78.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI 11, Etowah Tennessee[CR]1934, fair[CR]Ray Snyder, Hotel Stafford[CR]mixed 4 + 41[CR]boxes 11 + 78[CR]79-ST"
000060066.0001,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI 11, Etowah Tennessee[CR]1934, fair[CR]Ray Snyder, Hotel Stafford[CR]mixed 4 + 41[CR]boxes 11 + 78[CR]79-ST"
000060067.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,242.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A14, Tennessee[CR]original count 243[CR]count by GCS 244"
000060068.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,2.00,VMI - specific collector unknown,,United States,North Carolina,,,,,VMI[CR]Tag reads B-16 North Carolina
000060069.0000,PREHISTORIC,ANIMAL,SHELL,mollusc,shell,mollusc,2.00,VMI - specific collector unknown,,United States,North Carolina,,,,,VMI[CR]Tag reads B-16 North Carolina
000060070.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,86.00,VMI - specific collector unknown,,United States,Tennessee,,,,,
000060071.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,294.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A-17[CR]VMI #16, mixed 118 pc, Drawer A-17, _____ 10-17-46[CR][CR]VMI #46, 54 pc poor to broken, Drawer A-17, _____ 10-17-46"
000060072.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,126.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI[CR]A-20 Tennessee, three artifacts are mounted onto cards that say they were found near Memphis"
000060073.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,11.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI[CR]A-21 Tennessee, includes letter of correspondence from Ray Snyder, Hotel Stafford, Etowah, Tenn to Dr. Henry Marshall"
000060074.0000,PREHISTORIC,MINERAL,STONE,potsherd,ceramic,potsherd,13.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI[CR]A-21 Tennessee, includes letter of correspondence from Ray Snyder, Hotel Stafford, Etowah, Tenn to Dr. Henry Marshall"
000060075.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,bone,1.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI[CR]A-21 Tennessee, includes letter of correspondence from Ray Snyder, Hotel Stafford, Etowah, Tenn to Dr. Henry Marshall.[CR][CR]Animal bone fragment, burned black, medium mammal sized."
000060076.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,46.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI[CR]B-23
000060077.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,52.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI[CR]A-15[CR][CR]tag reads: Tennessee A-15 Interior, Pelham, Midle"
000060078.0000,PREHISTORIC,MINERAL,STONE,ground stone tool,mixed lithic,ground stone object,3.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R.[CR]6/5/2020 pre-upgrade to Proficio - Note by JKHarris: Obj-Sci Name, Name = ground stone tool - undetermined."
000060079.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,1151.00,VMI - specific collector unknown,,United States,,,,,,"VMI[CR]Cabinet 1, was 2[CR]3 bags"
000060080.0000,PREHISTORIC,MINERAL,STONE,vessel,steatite,steatite,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060081.0000,PREHISTORIC,MINERAL,STONE,potsherd,ceramic,potsherd,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060082.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,37.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,VMI[CR]VMI 90 right  34[CR]Count by GCS 34
000060083.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,41.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,VMI[CR]VMI 89  Left 41[CR]Count by GCS 41
000060084.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,39.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI  Tennessee[CR]A-18[CR]No's Listed 40-3, 40-7, 40-11, 40-4, 40-8"
000060085.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,14.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI  [CR]appears to be C-15 VMI T-130 Tennessee although there are multiple tags with artifacts
000060086.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,70.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI  [CR]Virginia 123[CR]In this same lot are lithic flakes, one piece of shell and one bullet casing."
000060087.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,2.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI  [CR]Virginia 123[CR]In this same lot are ceramics, lithic flakes, one piece of shell and one bullet casing."
000060088.0000,PREHISTORIC,ANIMAL,SHELL,shell,shell,shell,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI  [CR]Virginia 123[CR]In this same lot are ceramics, lithic flakes, one piece of shell and one bullet casing."
000060089.0000,HISTORIC,MINERAL,METAL,bullet casing,metal,bullet casing,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI  [CR]Virginia 123[CR]In this same lot are ceramics, lithic flakes, one piece of shell and one bullet casing."
000060090.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,12.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI  [CR]Tennessee VMI 78
000060091.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,10.00,VMI - specific collector unknown,,United States,New York,,,,,VMI  [CR]New York
000060092.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,10.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI A-15 Tennessee
000060093.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,10.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI Tennessee
000060094.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,13.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI Tennessee
000060095.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,4.00,VMI - specific collector unknown,,United States,Arkansas,,,,,VMI Arkansas
000060096.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,48.00,VMI - specific collector unknown,,United States,Pennsylvania,Washingtonboro,,,,VMI Pennsylvania  Washingtonboro[CR]P-99
000060097.0000,PREHISTORIC,ANIMAL,ANTLER,fragment,antler,antler,3.00,VMI - specific collector unknown,,United States,Pennsylvania,Washingtonboro,,,,VMI Pennsylvania  Washingtonboro[CR]P-99
000060098.0000,HISTORIC,MINERAL,METAL,bead,copper,bead,1.00,VMI - specific collector unknown,,United States,Pennsylvania,Washingtonboro,,,,VMI Pennsylvania  Washingtonboro[CR]P-99
000060099.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,326.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-124
000060100.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,2.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-124
000060101.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,46.00,VMI - specific collector unknown,,United States,Virginia,Southampton,44So3,,,VMI VA-128[CR]44So3
000060102.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,5.00,VMI - specific collector unknown,,United States,Virginia,Southampton,44So3,,,"VMI VA-128, 44So3"
000060103.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,53.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-151
000060104.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,19.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-126
000060105.0000,PREHISTORIC,MINERAL,STONE,vessel,steatite,steatite,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-126
000060106.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,13.00,VMI - specific collector unknown,,United States,Virginia,Shenandoah,44Sh1,,,"VMI VA-129A, 44Sh1, surface finds in field around Boyer's mound, Fort Valley"
000060107.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,0.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-93
000060108.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,18.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI VA-134, surface material, quarry-workshop, river bank South River just above mouth of Back Creek near Lyndhurst, VA"
000060109.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,29.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, no provenience"
000060110.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,38.00,VMI - specific collector unknown,,United States,Virginia,Shenandoah,44Sh1,,,"VMI VA-129H, 44Sh1, Village site surface finds, Meem's Bottom"
000060111.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,5.00,VMI - specific collector unknown,,United States,Virginia,Shenandoah,44Sh1,,,"VMI VA-129H, 44Sh1, Village site surface finds, Meem's Bottom"
000060112.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,48.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-148
000060113.0000,HISTORIC,MINERAL,CERAMIC,pipestem,ceramic,pipe,53.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-100[CR]Mostly kaolin pipestems but also includes at least two Chesapeake stems
000060114.0000,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-100
000060115.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,29.00,VMI - specific collector unknown,,United States,Virginia,Southampton,44So4,,,"VMI VA-134A, village site L bank Meherrin in bottom 1 mil , sw Little Texas on rt. side of road also left side of road for 1/2 mile 44 downstream. So4"
000060116.0000,PREHISTORIC,MINERAL,STONE,vessel,steatite,steatite,4.00,VMI - specific collector unknown,,United States,Virginia,Southampton,44So4,,,"VMI VA-134A, village site L bank Meherrin in bottom 1 mil , sw Little Texas on rt. side of road also left side of road for 1/2 mile 44 downstream. So4"
000060117.0000,PREHISTORIC,MINERAL,STONE,potsherd,ceramic,potsherd,22.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI VA-134A, village site L bank Meherrin in bottom 1 mil , sw Little Texas on rt. side of road also left side of road for 1/2 mile 44 downstream. So4"
000060118.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,100.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-93
000060119.0000,PREHISTORIC,MINERAL,STONE,ground stone tool,greenstone,ground stone object,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI VA-93[CR]6/5/2020 pre-upgrade to Proficio - Note by JKHarris: Obj-Sci Name, Name = ground stone tool - undetermined."
000060120.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,36.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-150
000060121.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,96.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-150
000060122.0000,HISTORIC,MINERAL,METAL,nail,iron,iron nail,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-150
000060123.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,34.00,VMI - specific collector unknown,,United States,Virginia,Sussex,44Sx2,,,"VMI VA-134C, 44Sx2, Left bank 3-Creek just east of old RR bridge of Southern R Claremont Branch"
000060124.0000,PREHISTORIC,MINERAL,STONE,potsherd,ceramic,potsherd,28.00,VMI - specific collector unknown,,United States,Virginia,Sussex,44Sx2,,,"VMI VA-134C, 44Sx2, Left bank 3-Creek just east of old RR bridge of Southern R Claremont Branch"
000060125.0000,PREHISTORIC,MINERAL,CERAMIC,pipestem,ceramic,pipe,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI VA-134A, 44So4, Village site L bank Meherrin in bottom 1 mile SW Little Texas on rt side of road, also left side road for 1/2 mile downstream"
000060126.0000,PREHISTORIC,ANIMAL,SHELL,bead,shell,bead,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,VMI VA-149
000060127.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,12.00,VMI - specific collector unknown,,United States,Virginia,Shenandoah,44Sh2,,,"VMI VA 129F, 44Sh2, surface finds at village site on Jenkins Farm on L bank North Fork, Shenandoah R, 44Sh2"
000060128.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,7.00,VMI - specific collector unknown,,United States,Virginia,Shenandoah,44Sh2,,,"VMI VA 129F, 44Sh2, surface finds at village site on Jenkins Farm on L bank North Fork, Shenandoah R, 44Sh2"
